,week,day,time_of_day,class_type,faculty,school,joint,status,degree,enrollment,class_duration
1227,4,4,0,0,6,12,0,0,0,50,3
1228,2,3,2,0,6,11,0,4,0,40,3
1229,5,0,0,0,6,11,0,4,0,44,3
1230,12,4,1,0,6,11,0,0,0,50,3
1231,1,2,3,0,6,7,0,2,0,40,2
1232,5,3,2,0,6,11,0,4,0,40,3
1233,5,3,1,2,6,12,0,4,2,24,1
1234,4,3,0,0,6,11,0,0,0,46,3
1235,4,2,0,0,6,12,0,4,0,49,3
1236,2,3,1,2,6,12,0,4,2,24,1
1237,1,2,2,0,6,11,0,0,0,45,3
1238,2,0,0,0,6,11,0,4,0,44,3
1239,11,0,2,0,6,11,0,4,0,42,3
1240,3,4,0,0,6,12,0,0,0,50,3
1241,5,3,3,0,6,11,0,4,0,41,3
1242,1,1,1,0,5,24,0,4,2,22,2
1243,7,3,3,0,6,11,0,4,0,41,3
1244,4,3,3,0,6,11,0,4,0,41,3
1245,2,2,0,0,6,12,0,4,0,49,3
1246,5,0,2,0,6,11,0,4,0,42,3
1247,2,3,3,0,6,11,0,4,0,41,3
1248,2,3,0,0,6,11,0,0,0,46,3
1249,1,2,1,2,6,23,0,4,2,20,1
1250,7,4,0,0,6,12,0,0,0,50,3
1251,5,3,0,0,6,11,0,0,0,46,3
1252,8,0,2,0,6,11,0,4,0,42,3
1253,11,2,2,0,6,11,0,0,0,45,3
1254,2,1,1,0,5,24,0,4,2,22,2
1255,2,2,2,0,6,11,0,0,0,45,3
1256,8,3,0,0,6,11,0,0,0,46,3
1257,10,4,1,0,6,11,0,0,0,50,3
1258,10,4,0,0,6,12,0,0,0,50,3
1259,4,2,3,0,6,7,0,2,0,40,2
1260,8,3,1,2,6,12,0,4,2,24,1
1261,3,4,1,0,6,11,0,0,0,50,3
1262,3,0,2,0,6,11,0,4,0,42,3
1263,7,4,1,0,6,11,0,0,0,50,3
1264,10,1,2,0,6,11,0,4,0,17,3
1265,3,3,0,0,6,11,0,0,0,46,3
1266,1,1,0,0,5,15,0,4,2,26,1
1267,7,1,2,0,6,11,0,4,0,17,3
1268,7,3,0,0,6,11,0,0,0,46,3
1269,10,4,2,0,6,11,0,4,2,35,3
1270,7,3,1,2,6,12,0,4,2,24,1
1271,4,4,1,0,6,11,0,0,0,50,3
1272,11,3,2,0,6,11,0,4,0,40,3
1273,11,3,1,2,6,12,0,4,2,24,1
1274,3,0,0,0,6,11,0,4,0,44,3
1275,2,0,2,0,6,11,0,4,0,42,3
1276,7,1,1,0,5,24,0,4,2,22,2
1277,11,0,0,0,6,11,0,4,0,44,3
1278,9,2,0,0,6,12,0,4,0,49,3
1279,8,2,0,0,6,12,0,4,0,49,3
1280,3,3,1,2,6,12,0,4,2,24,1
1281,0,4,2,0,6,11,0,4,2,35,3
1282,5,2,0,0,6,12,0,4,0,49,3
1283,3,1,2,0,6,11,0,4,0,17,3
1284,11,2,3,0,6,7,0,2,0,40,2
1285,7,1,0,0,0,10,0,4,2,33,2
1286,6,2,1,2,6,23,0,4,2,20,1
1287,6,4,0,0,6,12,0,0,0,50,3
1288,3,4,2,0,6,11,0,4,2,35,3
1289,1,1,0,0,0,10,0,4,2,33,2
1290,1,1,2,0,6,11,0,4,0,17,3
1291,8,0,0,0,6,11,0,4,0,44,3
1292,11,2,0,0,6,12,0,4,0,49,3
1293,2,1,0,0,5,15,0,4,2,26,1
1294,12,1,2,0,6,11,0,4,0,17,3
1295,5,4,0,0,6,12,0,0,0,50,3
1296,1,4,1,0,6,11,0,0,0,50,3
1297,6,2,2,0,6,11,0,0,0,45,3
1298,10,2,2,0,6,11,0,0,0,45,3
1299,4,2,1,2,6,23,0,4,2,20,1
1300,6,2,3,0,6,7,0,2,0,40,2
1301,7,4,2,0,6,11,0,4,2,35,3
1302,5,1,0,0,5,15,0,4,2,26,1
1303,10,1,0,0,0,10,0,4,2,33,2
1304,4,0,2,0,6,11,0,4,0,42,3
1305,3,3,2,0,6,11,0,4,0,40,3
1306,9,2,1,2,6,23,0,4,2,20,1
1307,0,4,1,0,6,11,0,0,0,50,3
1308,8,3,3,0,6,11,0,4,0,41,3
1309,11,3,0,0,6,11,0,0,0,46,3
1310,3,1,0,0,0,10,0,4,2,33,2
1311,6,2,0,0,6,12,0,4,0,49,3
1312,1,4,0,0,6,12,0,0,0,50,3
1313,7,1,0,0,5,15,0,4,2,26,1
1314,5,1,2,0,6,11,0,4,0,17,3
1315,10,3,1,2,6,12,0,4,2,24,1
1316,10,1,0,0,5,15,0,4,2,26,1
1317,10,1,0,0,5,15,0,4,2,26,1
1318,5,4,2,0,6,11,0,4,2,35,3
1319,5,2,3,0,6,7,0,2,0,40,2
1320,4,0,0,0,6,11,0,4,0,44,3
1321,1,0,0,0,6,11,0,4,0,44,3
1322,10,0,0,0,6,11,0,4,0,44,3
1323,3,1,0,0,5,15,0,4,2,26,1
1324,11,3,3,0,6,11,0,4,0,41,3
1325,1,4,2,0,6,11,0,4,2,35,3
1326,11,1,0,0,0,10,0,4,2,33,2
1327,8,4,1,0,6,11,0,0,0,50,3
1328,5,1,0,0,0,10,0,4,2,33,2
1329,10,3,2,0,6,11,0,4,0,40,3
1330,3,3,3,0,6,11,0,4,0,41,3
1331,8,2,2,0,6,11,0,0,0,45,3
1332,10,1,1,0,5,24,0,4,2,22,2
1333,2,1,0,0,0,10,0,4,2,33,2
1334,5,4,1,0,6,11,0,0,0,50,3
1335,5,2,2,0,6,11,0,0,0,45,3
1336,9,4,0,0,6,12,0,0,0,50,3
1337,12,1,1,0,5,24,0,4,2,22,2
1338,8,4,0,0,6,12,0,0,0,50,3
1339,2,2,3,0,6,7,0,2,0,40,2
1340,10,3,0,0,6,11,0,0,0,46,3
1341,1,0,2,0,6,11,0,4,0,42,3
1342,2,4,0,0,6,12,0,0,0,50,3
1343,6,3,1,2,6,12,0,4,2,24,1
1344,5,2,1,2,6,23,0,4,2,20,1
1345,4,4,2,0,6,11,0,4,2,35,3
1346,2,1,2,0,6,11,0,4,0,17,3
1347,12,1,0,0,5,15,0,4,2,26,1
1348,11,1,2,0,6,11,0,4,0,17,3
1349,9,4,2,0,6,11,0,4,2,35,3
1350,4,2,2,0,6,11,0,0,0,45,3
