week,day,time_of_day,class_type,faculty,school,joint,degree,enrollment,class_duration,class_type_new
6,0,0,0,6,7,0,2,167,2,4
1,4,2,0,4,26,0,2,102,2,3
7,2,1,0,6,11,0,2,194,2,3
3,3,2,0,2,2,0,2,159,2,4
3,2,0,0,6,18,0,0,160,2,4
6,1,0,0,5,24,0,0,45,2,2
7,4,3,0,2,25,0,0,193,3,3
0,4,1,0,6,18,1,1,157,2,3
3,4,2,0,2,25,0,2,212,1,2
5,3,2,0,2,2,0,2,159,2,4
1,1,0,0,6,32,0,2,145,1,4
1,1,2,0,5,28,0,2,137,1,3
1,4,2,0,2,25,0,2,212,1,3
0,1,1,0,6,12,0,0,79,3,3
6,0,2,0,3,14,1,1,181,3,4
7,2,0,0,6,18,0,0,160,2,3
3,3,1,0,2,2,1,0,163,1,4
4,1,0,0,2,13,0,2,125,3,3
10,0,2,0,2,25,0,2,226,1,2
9,4,0,0,2,21,0,2,211,1,3
1,1,1,0,6,12,0,0,79,3,3
0,3,1,0,2,2,1,0,163,3,4
0,3,2,0,2,2,0,2,159,2,4
1,4,3,0,2,25,0,0,193,3,4
6,4,0,0,2,21,0,2,211,1,4
1,3,0,0,2,21,1,2,185,2,4
8,1,0,0,5,24,0,0,45,2,2
2,0,2,0,2,25,0,2,226,1,3
4,0,2,0,0,31,0,2,32,1,1
10,3,2,0,0,31,0,2,120,1,2
1,1,0,0,2,13,0,2,125,3,3
11,0,2,0,2,25,0,2,226,1,2
5,4,3,0,2,25,0,0,193,3,4
1,4,2,0,3,5,1,2,90,1,3
0,4,0,0,2,25,1,2,197,2,4
6,4,1,0,6,18,1,1,157,2,1
0,0,2,0,2,25,0,2,226,1,3
6,4,3,0,2,25,0,0,193,3,4
6,4,2,0,4,26,0,2,102,2,2
9,4,1,0,6,18,1,1,157,2,2
6,1,1,0,6,12,0,0,79,3,2
7,0,2,0,3,14,1,1,181,3,4
10,0,0,0,6,7,0,2,167,2,2
3,4,0,0,2,25,1,2,197,2,4
0,4,2,0,3,5,1,2,90,1,3
7,4,0,0,2,25,1,2,197,2,1
0,4,2,0,4,26,0,2,102,2,3
10,2,1,0,6,11,0,2,194,2,3
10,2,0,0,5,24,0,2,105,2,2
0,2,2,0,6,23,0,2,149,3,3
11,1,0,0,5,24,0,0,45,2,2
0,2,0,0,5,24,0,2,105,2,4
11,1,2,0,2,25,0,2,212,1,2
6,4,2,0,2,25,0,2,212,1,1
7,1,0,0,5,28,0,2,81,1,1
5,4,2,0,3,5,1,2,90,1,2
5,3,1,0,2,2,1,0,163,1,4
0,4,2,0,2,25,0,2,212,1,4
0,1,0,0,6,32,0,2,145,1,3
1,3,1,0,2,2,1,0,163,1,3
8,1,1,0,6,12,0,0,79,3,3
11,1,1,0,6,12,0,0,79,3,3
0,2,1,0,6,11,0,2,194,2,4
0,0,2,0,3,14,1,1,181,3,4
0,2,0,0,6,18,0,0,160,2,4
11,1,2,0,5,28,0,2,137,1,2
5,4,0,0,2,21,0,2,211,1,4
1,3,2,0,2,2,0,2,159,2,4
0,0,0,0,6,7,0,2,167,2,3
0,0,2,0,0,31,0,2,32,1,2
10,2,0,0,6,18,0,0,160,2,3
5,4,1,0,6,18,1,1,157,2,2
5,4,2,0,2,25,0,2,212,1,2
5,4,0,0,2,25,1,2,197,2,4
0,1,0,0,2,13,0,2,125,3,3
5,3,2,0,0,31,0,2,120,1,3
10,0,2,0,3,14,1,1,181,3,3
1,1,2,0,5,28,0,2,128,1,2
1,4,0,0,2,21,0,2,211,1,4
1,1,0,0,5,28,0,2,81,1,2
1,4,1,0,6,18,1,1,157,2,3
5,4,2,0,4,26,0,2,102,2,3
5,3,0,0,2,21,1,2,185,2,2
5,2,2,0,6,11,0,2,235,2,2
4,1,2,0,5,8,1,2,363,2,4
1,4,2,0,5,8,0,2,274,2,4
2,1,0,0,5,8,0,2,311,2,4
3,0,1,0,5,27,1,2,81,1,2
1,4,3,0,6,12,0,2,287,2,4
0,1,2,0,5,8,1,2,363,2,5
0,4,0,0,5,27,1,2,81,1,3
0,4,2,0,2,25,0,2,226,2,4
2,3,0,0,6,22,0,2,269,2,4
1,4,1,0,5,8,0,2,311,2,4
4,1,0,0,6,11,0,2,290,2,4
0,2,1,0,5,27,0,2,85,1,2
2,1,2,0,5,8,1,2,363,2,4
4,1,0,0,5,8,0,2,311,2,4
2,3,2,0,2,17,0,2,236,1,4
7,2,0,0,6,12,0,2,291,2,2
2,1,1,0,2,25,0,2,226,2,4
3,0,2,0,5,8,0,2,274,2,4
6,0,2,0,5,8,0,2,274,2,2
6,1,0,0,6,11,0,2,290,2,2
0,1,1,0,2,25,0,2,226,2,4
4,4,2,0,5,8,0,2,274,2,4
1,2,2,0,5,27,0,2,32,1,2
5,2,0,0,6,12,0,2,291,2,2
3,0,0,0,5,27,0,2,253,1,4
1,3,2,0,5,27,0,2,85,1,2
3,3,2,0,2,17,0,2,236,1,4
7,1,1,0,2,25,0,2,226,2,3
0,1,0,0,5,8,0,2,311,2,4
1,2,1,0,5,27,0,2,85,1,2
4,4,0,0,5,27,0,2,253,1,4
1,3,1,0,5,27,1,2,81,1,2
0,4,1,0,5,8,0,2,311,2,5
0,4,3,0,6,12,0,2,287,2,4
5,4,2,0,5,8,0,2,274,2,3
6,1,2,0,5,8,1,2,363,2,3
0,2,0,0,6,12,0,2,291,2,5
2,0,1,0,5,27,1,2,81,1,2
2,4,1,0,5,8,0,2,311,2,4
0,4,0,0,5,27,0,2,253,1,4
0,4,2,0,5,8,0,2,274,2,4
1,3,1,0,5,27,0,2,253,1,4
3,1,1,0,2,25,0,2,226,2,4
0,1,0,0,6,11,0,2,290,2,4
4,4,1,0,5,8,0,2,311,2,4
0,3,2,0,2,17,0,2,236,1,4
2,4,2,0,5,8,0,2,274,2,4
4,4,2,0,2,25,0,2,226,2,3
4,3,2,0,2,17,0,2,236,1,4
4,1,1,0,2,25,0,2,226,2,4
4,3,2,0,5,27,0,2,85,1,2
1,1,2,0,5,8,1,2,363,2,4
1,1,1,0,2,25,0,2,226,2,4
3,3,0,0,6,22,0,2,269,2,4
10,2,0,0,6,12,0,2,291,2,3
5,3,0,0,6,22,0,2,269,2,3
5,3,1,0,5,27,0,2,253,1,2
10,3,2,0,2,17,0,2,236,1,2
4,3,1,0,5,27,0,2,253,1,4
5,4,1,0,5,8,0,2,311,2,3
6,1,0,0,5,8,0,2,311,2,2
1,2,2,0,6,11,0,2,235,2,4
2,0,2,0,5,8,0,2,274,2,4
4,4,3,0,6,12,0,2,287,2,3
4,0,0,0,5,27,0,2,253,1,3
2,0,0,0,5,27,0,2,253,1,4
0,0,1,0,5,27,1,2,81,1,3
0,0,0,0,5,27,0,2,85,1,2
2,4,2,0,2,25,0,2,226,2,4
2,4,0,0,5,27,0,2,253,1,4
4,3,0,0,6,22,0,2,269,2,3
1,3,0,0,6,22,0,2,269,2,4
3,1,2,0,5,8,1,2,363,2,4
5,3,2,0,2,17,0,2,236,1,3
0,2,2,0,6,11,0,2,235,2,4
9,3,2,0,2,17,0,2,236,1,2
8,1,0,0,6,11,0,2,290,2,3
8,1,0,0,5,8,0,2,311,2,2
4,0,2,0,5,8,0,2,274,2,3
8,1,1,0,2,25,0,2,226,2,2
6,3,1,0,5,27,0,2,253,1,2
2,4,3,0,6,12,0,2,287,2,4
4,4,0,0,5,27,1,2,81,1,3
7,3,2,0,2,17,0,2,236,1,2
2,2,1,0,5,27,0,2,85,1,2
9,2,0,0,6,12,0,2,291,2,2
7,4,2,0,5,8,0,2,274,2,2
7,4,1,0,5,8,0,2,311,2,2
0,3,1,0,5,27,1,2,81,1,3
0,3,2,0,5,27,0,2,85,1,3
5,0,2,0,5,8,0,2,274,2,2
2,2,0,0,6,12,0,2,291,2,4
11,1,0,0,6,11,0,2,290,2,2
11,1,0,0,5,8,0,2,311,2,2
11,1,1,0,2,25,0,2,226,2,3
1,4,2,0,2,25,0,2,226,2,4
1,4,0,0,5,27,0,2,253,1,4
9,4,2,0,5,8,0,2,274,2,2
9,4,2,0,2,25,0,2,226,2,2
10,1,0,0,6,11,0,2,290,2,2
10,1,0,0,5,8,0,2,311,2,2
2,2,2,0,6,11,0,2,235,2,4
3,1,0,0,5,8,0,2,311,2,4
0,0,2,0,5,8,0,2,274,2,4
0,0,0,0,5,27,0,2,253,1,4
3,3,1,0,5,27,0,2,253,1,4
3,3,1,0,5,27,1,2,81,1,2
0,3,1,0,5,27,0,2,253,1,4
1,1,0,0,6,11,0,2,290,2,5
1,1,0,0,5,8,0,2,311,2,4
7,0,2,0,5,8,0,2,274,2,3
6,2,0,0,6,12,0,2,291,2,3
2,3,1,0,5,27,0,2,253,1,4
2,3,1,0,5,27,1,2,81,1,3
2,3,2,0,5,27,0,2,85,1,2
1,4,0,0,5,27,1,2,81,1,3
1,4,1,0,5,27,0,2,32,1,2
8,4,2,0,5,8,0,2,274,2,2
1,2,0,0,6,12,0,2,291,2,5
10,1,1,0,2,25,0,2,226,2,3
11,2,0,0,6,12,0,2,291,2,2
5,1,0,0,6,11,0,2,290,2,4
5,1,0,0,5,8,0,2,311,2,4
5,1,2,0,5,8,1,2,363,2,4
5,1,1,0,2,25,0,2,226,2,3
0,3,0,0,6,22,0,2,269,2,4
1,3,2,0,2,17,0,2,236,1,4
6,3,2,0,2,17,0,2,236,1,2
3,4,3,0,6,12,0,2,287,2,3
3,4,1,0,5,8,0,2,311,2,4
3,4,2,0,5,8,0,2,274,2,4
3,4,2,0,2,25,0,2,226,2,4
3,4,0,0,5,27,0,2,253,1,4
3,4,0,0,5,27,1,2,81,1,2
1,0,2,0,5,8,0,2,274,2,4
1,0,0,0,5,27,0,2,253,1,4
1,0,1,0,5,27,1,2,81,1,3
1,0,0,0,5,27,0,2,85,1,2
8,4,1,0,5,8,0,2,311,2,2
9,0,2,0,5,8,0,2,274,2,2
8,2,2,0,6,11,0,2,235,2,3
8,2,0,0,6,12,0,2,291,2,4
2,4,0,0,5,27,1,2,81,1,3
2,4,1,0,5,27,0,2,32,1,2
3,1,0,0,6,11,0,2,290,2,4
4,2,2,0,6,11,0,2,235,2,4
4,2,0,0,6,12,0,2,291,2,3
7,1,0,0,6,11,0,2,290,2,2
7,1,0,0,5,8,0,2,311,2,3
7,1,2,0,5,8,1,2,363,2,2
10,4,2,0,2,25,0,2,226,2,2
5,0,0,0,5,27,0,2,253,1,2
6,4,1,0,5,8,0,2,311,2,3
6,4,2,0,5,8,0,2,274,2,2
8,3,2,0,2,17,0,2,236,1,2
2,1,0,0,6,11,0,2,290,2,4
3,2,2,0,6,11,0,2,235,2,4
3,2,0,0,6,12,0,2,291,2,5
